apap206|True|New York State Assembly Death Penalty Hearings; Collection|1965-2005|1.6 cubic ft.|The Death Penalty in New York Testimony Collections gathers the testimonials given by 137 witnesses to several committees of the New York State Assembly having to do with sentences involving the death penalty.|False|&#13;&#10;Access to this record group is unrestricted.
apap208|True|Engaged Zen Foundation; Records|1990-2004|10.0 cubic ft.|The collection contains materials related to capital punishment and criminal justice.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap218|True|Business and Professional Women's Club of Schenectady; Records|1927-2006|43.2 cubic ft.|These records document the history of the Business and Professional Women's Club of Schenectady, NY.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap209|True|Schein, Donald; Papers|1954-2005|40 cubic ft.|Born in Leavenworth, Kansas, Schein was a pioneer in the development of educational television and radio in New York State. During graduate study at Boston University, he became active in fundraising to help establish Boston's educational television station, WGBH and served on the Massachusetts Citizens Committee on Educational Television. In 1955, Schein came to Schenectady and served as associate producer and first president of the Mohawk-Hudson Council on Educational Television, where he produced instructional programs for in-school use broadcast over WRGB-TV. Schein led the effort to launch the second public television station in New York State, Schenectady's WMHT in 1962, and was executive director and later general manager. He was instrumental in the addition of the all classical music radio station WMHT-FM in 1972 and the Radio Information Service (RISE), a radio reading service for the blind and print handicapped in 1978. He retired in 1986 as general manager, after concluding negotiations for the acquisition of Channel 45, WMHQ. The collection contains newsletters, programs and schedules, meeting minutes, photographs, and Schein's files as president of Mohawk-Hudson Council on Educational Television, and files as executive director and general manager of WMHT.|False|&#13;&#10;Access to this record group is unrestricted.
apap210|True|League of Women Voters, Schenectady County Records|1925-2004|10.4 cubic ft.|This collection contains records of the League of Women Voters, Schenectady County.|False|&#13;&#10;Access to this collection is unrestricted.
apap211|True|WMHT; Records|1964-2004|126 cubic ft.|This collection contains records of WMHT Educational Telecommunications.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap212|True|Wheeler, Walter; Papers|1977-2005|2.66 cubic ft.|This collection documents gay and lesbian publications with a particular emphasis on the Capital Region and Upstate New York. Material from New York City and neighboring states is also included.|False|&#13;&#10;Access to this record group is unrestricted.
apap213|True|Von Drehle, David; Papers|1897-2003|7.5 cubic ft.|"The David Von Drehle Papers contain information on the death penalty, primarily in Florida. Von Drehle compiled the materials while researching his 1995 book <emph render=""italic"">Among the Lowest of the Dead: Inside Death Row</emph>."|False|&#13;&#10;Access to this record group is unrestricted.
apap214|True|Capital Punishment Clemency Petitions; Collection|ca. 1985-2012|6 cubic ft.|An artificial collection of over 150 clemency petitions filed by inmates from across the United States for the lessening of their death sentence.|False|&#13;&#10;Access to this record group is unrestricted.
apap219|True|Steen, Ivan; Papers|1928-2013|5.29 cubic ft.|The Ivan Steen Papers document Steen's service as a Professor of History at the University at Albany as well as his oral history projects.|False|&#13;&#10;Access to this record group is unrestricted with the exception of several folders marked below. While Ivan Steen subsequently asked individuals interviewed for the oral history projects he conducted to sign a clearance form or an agreement, not all interview files donated to the archive contain forms. Therefore notes, transcripts and audio of a select number of interviews are restricted until clearance may be obtained from the interviewees or their heirs.
apap191|True|Nattell, Tom; Papers|1956-2002|12.1 cubic ft.|The Thomas Nattell papers document the life of a mental health worker and political activist active during the 1980s and 1990s in Albany, New York. He created and participated in organizations like the Albany Peace and Energy Council (APEC) and the Three Guys From Albany poetry troupe. He also acted as promoter and event coordinator for movie showings, poetry open mics and an annual 24-hour poetry reading alongside a coinciding international postcard art event. Nattell used poetry and other arts to advance world peace, anti-nuclear power and proliferation, and environmental issues. This collection contains videos of events, photographs, scrapbooks full of art and poetry mailed from around the world to Nattell, subject files with research on topics related to his professional work as well as his activism, poetry, correspondence, and clippings.|False|&#13;&#10;Access to this record group is unrestricted. Please note there is material containing adult content in Series 1.
apap192|True|Rensselaer County Greens; Records|1979-2004|6.96 cubic ft.|The records of the Rensselaer County Greens (RCG) contain relevant information behind its efforts to protect the Rensselaer County, New York community from the destruction of environment and historical landmarks.|False|&#13;&#10;Access to this record group is unrestricted.
apap195|True|Eighth Step, The; Records|1975-2003|13.0 cubic ft.|The collection contains records of the the Eighth Step, an independent, non-profit organization which held held concerts of folk, traditional, ethnic, blues, and jazz music and was originally involved in and influenced by late 1960s politics.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap196|True|Capital Jury Project; Records|1941-2011|81.8 cubic ft.|The Capital Jury Project (CJP) was started in 1991 under the direction of principal investigation, William J. Bowers. The project was funded by an NSF grant to conduct surveys of juror who participated in capital trials. There are three phases to the project.|False|&#13;&#10;Access to this record group is restricted. Researchers requesting access to records of the Capital Jury Project must adhere to the following conditions: 1) Researchers shall complete a Restricted Records Access Request form supplied by the M.E. Grenander Department of Special Collections and Archives and adequately describe the nature and purpose of their research; 2) Requests to photocopy or otherwise reproduce restricted records are prohibited; 3) Researchers may not publish or otherwise disclose any personally identifiable information from the materials in this collection; 4)Researchers may list the Sex, State, and Race of a juror when necessary and nothing else.
apap197|True|Citizens Environmental Coalition; Records|1973-2005|44.25 cubic ft.|The records of Citizens' Environmental Coalition (CEC) document its research and activism, from its infancy as part of the New York Environmental Institute, through its independent chartering in 1991, and continuing into the new millennium.|False|&#13;&#10;Access to this record group is unrestricted except where noted for records related to whistleblowers.
apap241|True|Delaney, James Joseph; Papers|1950-1978|11.65 cubic ft.|The James Joseph Delaney Papers, 1950-1978, document Delaney’s extensive tenure in Congress. Elected in November 1948, Delaney remained in Congress until his retirement in December 1978. Delaney served as Congressman from Queens, New York and his three decades in Washington are distinguished by consecutive elections to chairman of the House Rules Committee and the addition of the 1958 Delaney Clause to the 1938 Federal Food, Drug, and Cosmetic Act.|False|&#13;&#10;Access to this record group is unrestricted.
apap242|True|DeSalvio, Louis; Papers|1958-1978|64 cubic ft.|This collection contains materials from Louis DeSalvio's service in the New York State Assembly.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap229|True|Berman, Frederic S.; Papers|1962-1975|2.0 cubic ft.|The Frederic S. Berman Papers predominantly document his service in the New York State Senate through correspondence, newsclippings, bills, research material and campaign literature. In addition, there are files pertaining to his post-Senatorial career as the Commissioner of the New York City Rent and Housing Department and as a New York City Criminal Court Judge.|False|&#13;&#10;Access to this record group is unrestricted.
apap230|True|Blumenthal, Albert H.; Papers|1963-1976|68.17 cubic ft.|This collection concists of materials from Albert Blumenthal's service in the new York State Assembly.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap231|True|Button, Daniel Evan; Papers|1962-1971|42.2 cubic ft.|The Daniel Evan Button Papers contain Button’s records of his terms as a U.S. Representative of the 29th Congressional district of New York.|False|&#13;&#10;Access to the collection is unrestricted with the exception of one folder in series 2 and several individual folders in series 5 because of the large amount of personal records (medical and educational) contained in the files.
apap232|True|Brydges, Earl W.; Papers|Undated|0.1 cubic ft.|The collection consists of photographs from Earl W. Brydges' service in the New York State Senate.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap233|True|Bush, E. Ogden; Papers|1884, 1958-1965|9.6 cubic ft.|The E. Ogden Bush Papers document Bush's service as a New York State Senator in the early 1960s.|False|&#13;&#10;Access to this record group is unrestricted with the exception of several folders marked below.
apap234|True|Cabot, Lawrence; Papers|1964-1965|1.6 cubic ft.|The Lawrence A. Cabot Papers document Cabot's service in the New York State Assembly where he served for one term in 1964-1965. The collection includes correspondence, subject files, and legislation from his tenure.|False|&#13;&#10;Access to this record group is unrestricted.
apap235|True|Campbell, Donald A.; Papers|1946-1968|2.0 cubic ft.|This collection contains bills, correspondence, supplemental materials, and committee papers from Donald A. Campbell's tenure as a New York State Assemblyman from 1951-1968.|False|&#13;&#10;Access to this record group is unrestricted.
apap237|True|Curran, Henry; Papers|1961-1968|1.8 cubic ft.|The Henry Curran Papers contain materials from Curran's decade of service in the New York State Senate from 1961-1968. The collection includes committee work, sponsored legislation, correspondence, reports, and news clippings from his tenure.|False|&#13;&#10;Access to this record group is unrestricted.
apap238|True|Curto, Ernest; Papers|1944, 1946-1965|17.25 cubic ft.|The Ernest Curto Papers document Curto's service in the New York State Assembly, as a representative of Niagara County (N.Y.), where he served from 1946-1964. The collection includes correspondence, subject files, and legislation from his tenure.|False|&#13;&#10;Access to this record group is unrestricted.
apap239|True|Day, Theodore; Records|1961-1972|52.46 cubic ft.|The collection consists of materials from Theodore Day's service in the New York State Assembly and New York State Senate in the 1960s and early 1970s.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap244|True|Dunne, John R.; Papers|1965-1969|27.2 cubic ft.|This collection documents John R. Dunne's first years of service in the New York State Senate in the mid-late 1960s|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap240|True|DeLuca, George; Papers|1949-1964|17.2 cubic ft.|The collection consists of materials from George De Luca's professional career and personal life.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap248|True|Gabrielson, Guy George; Papers|1925-1967|5.5 cubic ft.|The Guy Gabrielson Papers contain materials that document the political career of Guy George Gabrielson from his start in New Jersey state politics through his years as Chairman of the Republican National Committee. Many of the materials document the 1952 U.S. Presidential election and Republican National Committee Convention which Gabrielson presided over as chairman.|False|&#13;&#10;Access to this record group is unrestricted.
apap221|True|Adams, William E.; Papers|1966-1970|28 cubic ft.|The collection consists of materials from William E. Adams' service in the New York State Senate.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap223|True|Moore, Frank C.; Papers|1881-1978|55 cubic ft.|The records in this collection document Frank Moore's career as a New York State public servant. They consist primarily of the records of Moore's service in various elected and appointed positions.|False|&#13;&#10;Access to this record group is unrestricted.
apap224|True|Becker, Frank J.; Papers|1953-1964, 1974|22.44 cubic ft.|The Frank J. Becker Papers document Becker's service in the U.S Congress, as a representative of Nassau County (N.Y.), where he served from 1953-1964. The collection includes correspondence, subject files, and legislation from his tenure.|False|&#13;&#10;Access to this record group is unrestricted with the exception of select files in Series 1 and 2. Researchers seeking access to this material should contact the head of archives.
apap225|True|Bennet, Augustus W.; Papers|1942-1946|23.13 cubic ft.|The collection contains materials from Augustus Bennet's campaigns for the House of Representatives from New York's 26th Congressional District and files from his subsequent service in Congress.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap226|True|Bennet, William Stiles; Papers|1884-1959|12.42 cubic ft.|The William Stiles Bennet Papers document some of his public service and political campaigns as well as his time as a lobbyist and advocate for the lumber industry.|False|&#13;&#10;Access to this record group is unrestricted.
apap228|True|Berking, Max; Papers|1964-1965|3.4 cubic ft.|The Max Berking Papers, 1964-1965 collection contains materials related to Max Berking's service in the New York State Senate from 1964 to 1965.|False|&#13;&#10;Access to this record group is unrestricted.
apap290|True|New York State Society for Clinical Social Work, Inc.; Records|1977-2005|0.33 cubic ft.|This collection contains the newsletter of the New York Society for Clinical Social Work.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap291|True|Gross, Robert; Papers|1973-1997|10.85 cubic ft.|This collection includes materials created or collected during Robert (Bob) Gross' work with the organizations National Coalition to Abolish the Death Penalty and Journey of Hope...from Violence to Healing as well as the Lighting the Torch of Conscience initiative.|False|&#13;&#10;Access to this collection is unrestricted with the exception of a small number of files notes in Series 1 and 3.
apap255|True|Hatfield, Ernest I; Papers|1949-1968|3.78 cubic ft.|The Ernest I. Hatfield Papers document Hatfield's service in the New York State Senate, where he served from 1948-1964, and the years immediately following. The collection includes correspondence, scrapbooks of newspaper clippings, speeches, and bills he introduced.|False|&#13;&#10;Access to this record group is unrestricted.
apap259|True|Keogh, Eugene James; Papers|1937/1972|171 cubic ft.|This collection consists of papers from Keough's career as a New York State Assemblyman and U.S. Representative from New York.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap261|True|Lombardi, Tarky; Papers|1966-1967|1.0 cubic ft.|The Tarky Lombardi, Jr. Papers contain correspondence documenting Lombardi's first term in the New York State Senate from 1966-1967.|False|&#13;&#10;Access to this record group is unrestricted.
apap267|True|O'Brien, Leo W.; Papers|1939-1966|6.25 cubic ft.|The Leo W. O' Brien Papers document O'Brien's service in the House of Representative where he served from 1952-1966 on behalf of Albany, NY. The collection includes subject files, correspondence and various communications materials from his Congressional tenure.|False|&#13;&#10;Access to this collection is unrestricted with the exception of select files noted below which contain individual constituent information of a sensitive nature. Researchers seeking access to these materials should contact the head of Special Collections and Archives.
apap268|True|Ohrenstein, Manfred; ead|1966-1974|23 cubic ft.|This collection contains materials from Manfred Ohrenstein's early service in the New York State Senate.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap270|True|Podell, Bertram L.; Papers|1945-1970|10.2 cubic ft.|The Bertram L. Podell Papers document Podell's service as a New York State Assemblymen and Congressmen from the mid-1950s through the early 1970s.|False|&#13;&#10;Access to this record group is unrestricted.
apap279|True|Smith, Bernard C.; Papers|1963-1969|10.4 cubic ft.|The Bernard C. Smith Papers document the first four years of Smith’s service as a New York State Senator. While Smith is most well known for his work in conservation, these papers from his early Senate career contain significant materials on the issues of abortion, education (especially for mentally handicapped children), medical treatment and penal codes and laws.|False|&#13;&#10;Access to this record group is unrestricted.
apap285|True|Volker, Julius; Papers|1958-1966, Undated|3.25 cubic ft.|The Julius Volker Papers document Assemblyman Volker's work related to New York State Assembly sessions and legislation from 1958-1966, including undated material. Also included are papers relating to Mr. Volker's professional development as a lawyer.|False|&#13;&#10;Access to this record group is unrestricted.
apap286|True|Vedder, Lee N. (Leland); ead|1865-1960|14 cubic ft.|The Lee N. Vedder Papers contain 79 scrapbooks documenting the local histories of Montgomery and Schenectady Counties in the early to mid 20th century; the history of the Vedder Family; local, national, and international news; and Mr. Vedder's domestic and international travels.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap287|True|Mello, Michael; Papers|1970-2004|42.2 cubic ft.|Michael A. Mello (1957-2008) was an internationally recognized authority on the death penalty and capital punishment issues. He was a lawyer, professor, and author. Michael Mello served as counsel or informal advisor to many significant cases, including Joseph Robert Crazy Joe Spaziano, Theodore Kaczynski, Theodore Bundy, Rolando Cruz, Alvin Ford, Stephen Todd Booker, and Robert Straight.|False|&#13;&#10;Access to this record group is unrestricted.
apap292|True|Women's Building; Records|1973-1998|20.3 cubic ft.|The Women’s Building collection records the formation and day-to-day administrative and programming activities of the Women’s Building and its predecessor, the Tri-City Women’s Center. The organization provided a safe space for community groups to meet and organize, and informational and educational programming to support the women of the Capital District. Inspired by a feminist perspective and driven by a commitment to social justice, the Women’s Building provided physical meeting and office space to local organizations and programming and informational services on financial planning, legal issues, parenthood, childbirth, and women’s health. The collection includes administrative records and programming material from the organization’s inception in the early 1970s until 2000.|False|&#13;&#10;Access to this collection is unrestricted.
apap288|True|Coplon, David; Papers|1955-1980|5 cubic ft.|The collection includes material related to pro-peace organizations retained by Schnectady resident David Coplon.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
apap293|True|Parsons, Hinsdill; Papers|1890-1912|2 cubic ft.|Hinsdill Parsons, Esq. was born on February 10, 1864 in Hoosick Falls, New York, the son of J. Russell Parsons.|False|&#13;&#10;Access to this record group is unrestricted.
apap294|True|Wolcott, John; Papers|1954-1992|0.7 cubic ft.|The John Wolcott Papers document the revival of the historic Pinxter Festival in Albany, New York between 1972-1992.|False|&#13;&#10;Access to this record group is unrestricted.
apap296|True|Boehlert, Sherwood; Papers|1980-2006|656 cubic ft.|This collection contains materials from Sherwood Boehlert's service in the United States Congress from the State of New York.|False|&#13;&#10;Per the memorandum of agreement governing this collection, the following portions of the collection are closed until January 2, 2027:&#13;&#10;&#13;&#10; 1. Calendars, schedules, and personal papers.&#13;&#10;&#13;&#10; 2. Personal and office financial records, excluding documents that are otherwise publicly available.&#13;&#10;&#13;&#10; 3. All files, correspondence, and other documents related to legal proceedings to which the donor was a party.&#13;&#10;&#13;&#10; 4. All files, correspondence, and other documents related to campaign fundraising, excluding documents that are otherwise publicly available.&#13;&#10;&#13;&#10; Per the memorandum of agreement governing this collection, the following portions of the collection are closed until January 2, 2032:&#13;&#10;&#13;&#10; All files, correspondence, and documents related to Native American policy or legal issues, land claims, and land-into-trust.&#13;&#10;&#13;&#10; In addition, other portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap297|True|Owens, Major; Papers|1988-2006|129 cubic ft.|This collection contains records of Major Owens tenure in the U.S. House of Representiaives, where he served from 1982-2006.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap298|True|National Coalition to Abolish the Death Penalty; Records|1981-2006|27.55 cubic ft.|"Since 1976 the National Coalition to Abolish the Death Penalty has been working to educate the public about the failings and inconsistencies of capital punishment in the United States. Founded after the <emph render=""italic"">Gregg v. Georgia</emph> Supreme Court decision in 1976, the NCADP has emerged as one of the more influential national anti-death penalty organizations. The collection contains the group’s internal case files, administrative material, publications, petitions, photographic materials, video tapes, and audio cassettes."|False|&#13;&#10;Access to this collection is unrestricted.
apap300|True|Herrera, Leonel; Collection|1954-2007|1.27 cubic ft.|"The Herrera Collection contain materials associated with the life and trial of Leonel Herrera, as well as materials included in the book <title><emph render=""italic"">Last Words from Death Row: The Walls Unit</emph></title>, written by Leonel Herrera’s sister, Norma Herrera Ellis."|False|&#13;&#10;Access to this collection is unrestricted.
apap252|True|Hancock, Clarence; Papers|1929-1946|2.0 cubic ft.|The Clarence Eugene Hancock Papers document Hancock's time in the House of Representatives in the United States Congress. He was the representative of the 35th District of New York from 1927 to 1945 but came to represent the 36th district from 1945 to 1947 after New York State was redistricted. The collection includes correspondence, newspaper clippings, Congressional bills, transcripts of Congressional hearings, telegrams, and handwritten notes.|False|&#13;&#10;Access to this record group is unrestricted.
apap328|True|Weiner, Anthony; Papers|1999-2010|107.25 cubic ft.|The collection contains records related to Anthony Weiner's tenure in the United States Congress representing New York's 9th Congressional district.|False|&#13;&#10;Per the memorandum of agreement, this entire collection is closed until June 2021 and constituent case files will be closed until June 2041.
apap329|True|Baldus, David; Papers|1965-2011|192.3 cubic ft.|The David C. Baldus Papers document the distinguished legal research career of David C. Baldus, which includes the most sophisticated challenges to capital punishment in the United States since the reinstatement of the Death Penalty in 1976. Included is material from the Georgia Charging &amp; Sentencing Study, which was used as evidence in the McCleskey v. Kemp (1987) decision. Similar studies involving capital sentencing in New Jersey, Pennsylvania, and the U.S. Military are also detailed, as is Baldus's formal reports to the supreme courts of a number of other states. Also present is material documenting Baldus's long career as the Joseph B. Tye Professor of Law at the University of Iowa Law School. This includes teaching material, presentations, publications, and material documenting faculty service.|False|&#13;&#10;Access to this record group is unrestricted.
apap310|True|Myers, Malinda; Papers|1951-2003|0.4 cubic ft.|This collection contains materials from Malinda Myers' work with the NAACP, Schenectady branch, and Schenectady County Community College.|False|&#13;&#10;The collection is unrestricted.
apap311|True|Atlantic States Legal Foundation; Records|1966-2009|179.74 cubic ft.|The Atlantic States Legal Foundation Records document the environmental not-for-profit organization’s pollution reduction and environmental remediation projects and cases throughout the United States and territories.|False|&#13;&#10;Access to this record group is unrestricted with the exception of a small number of select folders in Series 1, Subseries 1 which are marked below.
apap312|True|Bienen, Leigh B.; Papers|1971-2011|23.2 cubic ft.|The Leigh Bienen Papers include the records of the New Jersey Proportionality Review Project, the Illinois Capital Punishment Reform Study Commission, and the academic research papers of legal scholar Leigh Bienen. The New Jersey records contain material from New Jersey Public Defender Homicide Study directed by Bienen in the mid-1980s. The collection also includes the records from Bienen’s involvement with the New Jersey Proportionality Review Project headed by Special Master David C. Baldus. Also present is material from Leigh Bienen's tenure on the Illinois Capital Punishment Reform Study Commission which resulted in the abolition of the death penalty in that state in 2011. Finally the collection contains Leigh Bienen's scholarly research material during her career teaching at both Princeton University and Northwestern University. Her research focused on proportionality review, the death penalty's monetary costs, and the role of prosecutor discretion.|False|&#13;&#10;Access to this record group is unrestricted.
apap313|True|Murder Victims Families for Reconciliation; Records|1994-2003|13.5 cubic ft.|The Murder Victims’ Families for Reconciliation Records document the organization’s efforts to abolish the death penalty in all cases. The organization includes family members of both homicide victims and those executed as well as their respective supporter. Included in the collection are handwritten notes, newspaper clippings, pamphlets, brochures, booklets, programs, information packets, photographs, flyers, proofs, drafts, manuscripts, correspondence, memos, transcripts, mailing lists, schedules, meeting agenda, meeting minutes, meeting summaries, by-laws, manuals, checklists, worksheets, evaluation forms, resumes, applications, forms, financial summaries, budgets, contracts, court proceedings, legislative bills, amici curiae, memorabilia, audio/video materials.|False|&#13;&#10;Access to this collection is unrestricted with the exception of select folders that are marked on the inventory. Researchers with inquiries about this material should contact the head of special collections.
apap314|True|Kerr Ross, Patricia; Papers|1967-1997|12 cubic ft.|This collection contains records of Patricia Kerr Ross as Director, State University of New York (SUNY) Programs in the Arts c|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap315|True|New York State Conference of Local Mental Hygiene Directors; Records|1950-2009|36.5 cubic ft.|The records of the New York State Conference of Local Mental Hygiene Directors trace the development of mental healthcare throughout the state from the early 1950s through the beginning of the twenty-first century. Established in the mid-1970s, the Conference's records include correspondence, memos, meeting minutes, reports, and manuals that chronicle the efforts of mental health professionals as they encourage local, county, and state agencies to provide quality, affordable services for persons living with mental illness, chemical dependency, and/or developmental disability.|False|&#13;&#10;Access to this record group is mainly unrestricted; the exceptions are folders 20 through 26 in Series 5, Box 2. Researchers seeking access to this material should contact the head of archives.
apap316|True|Mishler, Mark; Papers|1975-2008|6 cubic ft.|This collection contains the papers of Mark Mishler, a practicng attaorney iin Albany, New York.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap317|True|Keefe, Thomas; Papers|1981-2002|13 cubic ft.|This collection contains the papers of Thomas Keefe.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap318|True|Lord, Victor A.; Papers|1950-1980|5 cubic ft.|This collection contains the papers of Victor A. Lord.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap319|True|Galef, Sandy; Papers|1991-2009|36 cubic ft.|This collection contains the papers of Sandy Galef, New York State Assemblywoman.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. The constituent case files will be closed for 30 years after leaving office.
apap330|True|Streib, Victor; Papers|1978-2007|22.8 cubic ft.|The Victor Streib Papers contain research materials and legal case files on the death penalty in the United States with a focus on how it has been applied to women and juveniles.|False|&#13;&#10;Access to this record group is unrestricted.
apap320|True|McEneny, John; Papers|1992-2009|11.25 cubic ft.|This collection contains the papers of John J. McEneny's tenure in the New York State Assembly.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap321|True|Catholics Against Capital Punishment; Records|1972-2010|0.80 cubic ft.|The Catholics Against Capital Punishment Records is a small collection that contains several articles, statements, and pamphlets making a case against the death penalty from a Catholic standpoint.|False|&#13;&#10;Access to this record group is unrestricted.
apap322|True|Pension Rights Center; Records|1974-2010|7 cubic ft.|This collection contains records of the Pension Rights Center.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap323|True|Urban Documentation Project Papers; Records|1984-2009|30 cubic ft.|The Urban Documentation Project Records contains research related to the waste industry, the environment, and related interests in New York State and across the country.|False|&#13;&#10;Per the deed of gift, this collection is currently closed to researchers.
apap324|True|Illinois Coalition to Abolish the Death Penalty Records; Records|1963-2011|0.6 cubic ft.|The Illinois Coalition to Abolish the Death Penalty (ICADP) formed in 1976 as the Illinois Coalition Against the Death Penalty by Mary Alice Rankin and other activist groups and organizations to try to prevent passage of capital punishment legislation in Illinois. After the state adopted the death penalty in 1977, ICADP expanded its grassroots legislative, education, and communication activities to try to inform the public about flaws and injustices in the Illinois capital punishment system and promote humane alternatives to the death penalty.|False|&#13;&#10;Access to this record group is unrestricted.
apap326|True|New Yorkers for Alternatives to the Death Penalty Records; Records|1984-2011|14 cubic ft.|This collection contains the records of New Yorkers for Alternatives to the Death Penalty (NYADP).|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. Please contact an archivist for more information.
apap327|True|North Country James Bay Group Records; Records|1966-1998|1.2 cubic ft.|The North Country James Bay Group records document efforts of this upstate New York environmental organization to stop Hydro-Québec’s Great Whale (Grande Baleine) River/James Bay II development efforts in the early 1990s.|False|&#13;&#10;Access to this record group is unrestricted.
apap301|True|Espy, Watt; Papers|1730-2008|88.76 cubic ft.|The M. Watt Espy papers chronicle the extensive research efforts that led to the creation of the Capital Punishment Research Project and the database known as the Espy File. Espy spent three decades gathering and indexing documentation of legal executions in the United States. His papers contain both primary and secondary sources used to catalog thousands of instances of capital punishment in the United States and its territories since the 1600s. The collection includes material from corrections records, newspapers, county histories, legal proceedings, and books. In addition to the records pertaining specifically to the death penalty, there is also a selection of magazines collected by Espy that cover true crime stories as well as life in the American Old West.|False|&#13;&#10;Access to this record group is unrestricted.
apap302|True|Guilderland Central Teachers Association; Records|1968-2001|1.92 cubic ft.|These records document the day-to-day activities of the Guilderland (N.Y.) Central Teachers Association.|False|&#13;&#10;The majority of this collection is unrestricted. Select files noted on the finding aid are restricted. In addition, two folders are closed for seventy-five years because of attorney-client privilege. One folder is closed until 2061 and the other is closed until 2066.
apap304|True|Virginians for Alternatives to the Death Penalty (VADP); Records|1937-2008|16.65 cubic ft.|This collection contains materials used by Virginians for Alternatives to the Death Penalty (VADP) in its efforts to end capital punishment in Virginia.|False|&#13;&#10;Access to this record group is unrestricted with the exception of select items noted in Series 5.
apap306|True|Albany-Schenectady League of Arts; Records|1970-2001|104 cubic ft.|The collection includes the day-to-day records of the now defunct Albany/Schenectady League of Arts.|False|&#13;&#10;Access to this collection is restricted because it is unprocessed. Portions of the collection may contain recent administrative records and/or personally identifiable information. While it is likely that portions of the collection may be viewed, access must be managed by an archivist.
